2009 20091012080008_img_1177_cafe.jpg                                   "Café"
2009 20091012092321_sq_dscn0038_noche_vieja_campello.jpg                "Campello"
2009 20091012092639_sq_dscn0328_cactus.jpg                              "Cactus"
2009 20091012201440_canon_a70_107_0736_puerto_san_pedro_del_pinatar.jpg "Puerto de San Pedro del Pinatar"
2009 20091012202221_canon_a70_109_0983_ayuntamiento_sax.jpg             "Ayuntamiento de Sax"
2009 20091012202845_canon_a70_110_1054_silla_cid_petrer.jpg             "Silla del Cid"
2009 20091012202920_canon_a70_110_1059_higuera_seca.jpg                 "Higuera Seca"
2009 20091012203940_canon_a70_114_1416_circo_chino.jpg                  "Circo Chino"
2009 20091012204408_canon_a70_114_1499_flor.jpg                         "Flor"
2009 20091012205613_canon_a70_115_1541_torre_del_rico.jpg               "Torre del Rico"
2009 20091012215242_canon_a70_117_1721_palacio_de_la_colonia.jpg        "Palacio de la Colonia de Santa Eulalia"
2009 20091012230657_canon_a70_118_1859_sax.jpg                          "Sax"
2009 20091012232616_canon_a70_118_1874_atardecer_espigado.jpg           "Atardecer"
2009 20091013004018_canon_a70_120_2092_parque_eolico_santa_barbara.jpg  "Parque eólico Caudete"
2009 20091013004049_canon_a70_120_2100_parque_eolico_santa_barbara.jpg  "Parque eólico Caudete"
2009 20091013004121_canon_a70_121_2102_parque_eolico_santa_barbara.jpg  "Parque eólico Caudete"
2009 20091013004157_canon_a70_121_2121_parque_eolico_santa_barbara.jpg  "Parque eólico Caudete"
2009 20091013005332_canon_a70_123_2308_procesion_petrer.jpg             "Procesión Petrer"
2009 20091013005443_canon_a70_123_2310_campanario_petrer.jpg            "Campanario Petrer"
2009 20091024165232_canon_a70_127_2705_picos_europa.jpg                 "Picos de Europa"
2009 20091024173431_canon_a70_127_2715_asturias_picos_europa.jpg        "Picos de Europa"
2009 20091024173508_canon_a70_127_2706_asturias_picos_europa.jpg        "Picos de Europa"
2009 20091024173542_canon_a70_127_2708_asturias_picos_europa.jpg        "Picos de Europa"
2009 20091024212233_canon_a70_127_2724_asturias_picos_europa.jpg        "Picos de Europa"
2009 20091024214200_canon_a70_129_2978_remolque_agricola.jpg            "Remolque"
2009 20091024231109_img_1209_noche_de_ronda.jpg                         "Noche de Ronda"
2009 20091024231249_dscn1555_el_final_del_tunel.jpg                     "Final del Tunel"
2009 20091024231759_img_1403_mi_nina.jpg
2009 20091024232035__8100618_paseo.jpg
2009 20091024232134__8100599_zuiko_25mm.jpg
2009 20091024232236__8110652_noche.jpg
2009 20091024232329_img_1432.jpg
2009 20091024232408__8130683_leyre.jpg
2009 20091024232452__8140702_geometria_urbana.jpg
2009 20091024232557_img_1471_verano.jpg
2009 20091024232732_img_1512_yo.jpg
2009 20091024233137_img_1957_fuga.jpg
2009 20091024233337_img_1964_nueva_vida.jpg
2009 20091024235201_img_2551_pasarela.jpg
2009 20091024235551_img_2652_vida_rosa.jpg
2009 20091024235757_img_2664_juego.jpg
2009 20091024235906_img_2697_estudio_simetria.jpg
2009 20091024235950_img_2740_leyre.jpg
2009 20091025000026_img_2739_garaje.jpg
2009 20091025000441_img_2744_golondrina.jpg
2009 20091025000659_img_2790_campet_petrer.jpg
2009 20091025000803_img_2803_vida_pasa.jpg
2009 20091025002715__9207732_ausencia.jpg
2009 20091025002930_img_3031_culumpio.jpg
2009 20091025003023__9237750_autorretrato.jpg
2009 20091025003548__9267765_corte_luz.jpg
2009 20091025003629__9267773_mujer.jpg
2009 20091025003706_img_3126.jpg
2009 20091025003855_img_3175_telar.jpg
2009 20091025003933_img_3181_radar_dgt.jpg
2009 20091025004013_img_3185_dia_lluvia.jpg
2009 20091025004047_img_3207_energia.jpg
2009 20091025004112_img_3212_jazmines_de_otono.jpg
2009 20091025004726_dscn1638_agresivo.jpg
2009 20091025004914__a130883_libertad.jpg
2009 20091025004952__a130884_la_salida.jpg
2009 20091025005720__8186808_pozas_palomera.jpg
2009 20091025015123_img_3794_juego.jpg
2009 20091025211636_canon_a70_132_3237_mantis.jpg
2009 20091025212809_canon_a70_133_3347_estanque_seco.jpg
2009 20091025214922_canon_a70_135_3520_en_un_lugar_de_madrid.jpg
2009 20091026155600_dscn1643_ama_de_casa_feliz.jpg
2009 20091027141123_canon_a70_136_3663_nino_abandonado.jpg
2009 20091027142629_canon_a70_137_3709_sierra_cid_petrer.jpg
2009 20091027173055_canon_a70_138_3806_atascado.jpg
2009 20091027213719_canon_a70_138_3863_golfo_san_juan.jpg
2009 20091027220443_canon_a70_138_3896_vistas_desde_cid.jpg
2009 20091027220511_canon_a70_138_3899_vistas_desde_cid.jpg
